date,plate.SN,well,treatment,dose,units,meanfiringrate_AUC,burst.per.min_AUC,mean.isis_AUC,per.spikes.in.burst_AUC,mean.dur_AUC,mean.IBIs_AUC,nAE_AUC,nABE_AUC,ns.n_AUC,ns.peak.m_AUC,ns.durn.m_AUC,ns.percent.of.spikes.in.ns_AUC,ns.mean.insis_AUC,ns.durn.sd_AUC,ns.mean.spikes.in.ns_AUC,r_AUC,mi_AUC,cv.time_AUC,cv.network_AUC
20140910,MW1008-39,D2,Ketamine,0.03,uM,5.778,19.158,0.207,452.731,2.038,163.927,95.5,86,341.5,78.724,1.299,103.382,129.858,0.375,227.098,1.432,0.035,5.926,10.088
20140910,MW1008-40,D2,Ketamine,0.03,uM,5.319,14.218,0.295,494.961,2.438,460.043,97.5,92.5,281.5,83.333,1.14,162.354,151.89,0.326,352.042,2.185,0.045,6.361,8.04
20140910,MW1008-68,D2,Ketamine,0.03,uM,5.719,17.188,0.237,584.747,2.076,312.714,106,90.5,330,106.135,1.256,139.109,626.294,0.293,368.055,2.092,0.038,3.79,6.84
20141231,MW1045-02,A2,Lactofen,0.03,uM,9.83,17.565,0.181,388.343,2.69,186.562,116.5,88,291,80.474,1.237,91.32,155.398,0.417,363.728,1.527,0.056,3.483,15.8
20141231,MW1045-06,A2,Lactofen,0.03,uM,7.211,17.4,0.172,449.068,2.127,169.962,82.5,74,243.5,80.631,1.296,84.051,229.051,0.492,289.183,1.686,0.052,8.229,16.112
20141231,MW1045-09,A2,Lactofen,0.03,uM,8.517,17.718,0.181,384.735,2.32,176.01,97,82,271.5,85.887,1.357,78.574,216.501,0.476,350.115,1.498,0.057,7.369,22.743
20141029,MW1008-42,A2,Lead acetate,0.03,uM,23.518,49.191,0.358,554.946,7.56,165.196,124,119,1443,98.217,1.602,141.302,183.681,0.711,359.915,2.134,0.128,2.869,19.014
20141029,MW1008-41,C2,Lead acetate,0.03,uM,13.177,34.312,0.299,528.323,4.686,153.594,120,116.5,803,87.592,1.212,113.73,89.284,0.715,302.567,1.764,0.069,2.074,9.588
20141029,MW1008-42,E2,Lead acetate,0.03,uM,21.061,51.369,0.426,574.292,6.513,161.889,131,128.5,1132,108.076,1.392,113.895,219.741,0.782,370.937,1.775,0.089,3.162,17.995
20150128,MW1007-109,E2,Lindane,0.03,uM,14.676,34.523,0.296,653.64,4.434,149.42,126,121,617,103.244,2.599,110.938,182.786,1.122,346.336,2.195,0.093,2.734,21.473
20150128,MW1008-1,E2,Lindane,0.03,uM,11.502,30.659,0.459,462.827,3.722,220.195,88,72,818,55.99,1.017,91.955,98.424,0.44,151.896,0.769,0.037,4.236,13.552
20150128,MW1008-40,E2,Lindane,0.03,uM,26.243,53.942,0.46,529.661,5.379,229.347,108.5,96.5,1621.5,77.854,1.299,125.403,25.55,0.598,304.246,2.117,0.183,3.405,18.782
20141203,MW1042-42,D2,Loperamide,0.03,uM,8.422,15.578,0.189,637.682,4.254,356.141,128.5,118.5,199,126.115,2.401,99.018,385.712,0.722,610.776,3.137,0.084,4.981,18.487
20141203,MW1042-43,D2,Loperamide,0.03,uM,9.428,23.546,0.207,692.237,3.378,326.583,121,116.5,422.5,118.802,1.669,148.296,339.818,0.528,529.794,3.055,0.088,4.428,11.397
20141203,MW1042-44,D2,Loperamide,0.03,uM,10.697,28.254,0.218,624.558,2.934,299.476,131,131,416,122.377,1.757,132.493,327.135,0.51,578.985,2.804,0.095,3.516,19.202
20140910,MW1008-39,E2,Loperamide,0.03,uM,7.619,15.123,0.219,422.528,3.079,155.788,90.5,73,275,72.468,1.417,66.367,143.343,0.443,214.621,1.189,0.035,4.571,8.648
20140910,MW1008-40,E2,Loperamide,0.03,uM,5.95,15.507,0.136,508.986,2.219,164.628,106.5,92,295,85.684,1.421,119.42,137.773,0.321,346.586,2.139,0.055,4.82,6.661
20140910,MW1008-68,E2,Loperamide,0.03,uM,5.485,17.685,0.24,358.45,1.808,199.439,59.5,39,303,47.791,0.891,81.128,167.23,0.26,108.579,1.552,0.014,10.392,13.009
20140910,MW1008-39,F3,Maneb,0.03,uM,11.484,25.72,0.563,461.366,4.549,230.162,116.5,94.5,505.5,86.829,1.39,103.544,102.976,0.464,336.561,1.868,0.077,2.854,6.871
20140910,MW1008-40,F3,Maneb,0.03,uM,11.072,22.101,0.494,449.087,4.395,241.687,108.5,98.5,406,96.676,1.642,95.812,236.011,0.575,335.381,1.828,0.058,4.387,10.385
20140910,MW1008-68,F3,Maneb,0.03,uM,10.159,28.478,0.365,518.671,3.481,318.182,114,94.5,530,111.616,1.543,119.486,604.747,0.441,392.971,2.148,0.076,3.431,4.994
20160511,MW1112-16,E3,Manganese,0.03,uM,583.053,23.298,0.202,691.549,3.807,265.933,133.5,133.5,394,122.636,2.107,158.862,245.488,0.661,670.483,3.047,0.095,3.386,21.901
20160511,MW1112-17,E4,Manganese,0.03,uM,946.172,33.831,0.241,628.367,4.502,166.125,130,122.5,517.5,119.956,2.364,121.128,197.876,0.783,601.108,2.556,0.117,2.078,21.072
20160511,MW1112-18,E5,Manganese,0.03,uM,473.832,20.171,0.246,657.968,3.529,285.411,131,124.5,349,114.823,1.892,179.576,258.392,0.508,713.961,2.653,0.077,2.971,16.511
20150805,MW1040-11,D4,Methotrexate,0.03,uM,500.234,15.784,0.703,305.552,4.659,330.28,55,41.5,148,39.583,0.938,37.584,147.796,0.325,100.24,0.376,0.008,7.635,21.221
20150805,MW1040-12,D5,Methotrexate,0.03,uM,621.949,12.56,0.441,323.109,4.02,343.78,57.5,46,92,45.313,1.397,34.087,467.763,0.33,155.042,0.423,0.018,6.632,18.013
20141231,MW1045-02,F2,Methylchloroisothiazolinone,0.03,uM,8.037,14.273,0.35,360.098,6.015,155.736,45,35,214.5,45.023,1.052,79.511,71.071,0.501,211.735,0.847,0.032,3.704,6.441
20141231,MW1045-06,F2,Methylchloroisothiazolinone,0.03,uM,8.45,17.66,0.144,472.7,2.349,145.965,90.5,79,291,76.954,1.422,106.969,131.205,0.463,396.752,1.726,0.07,4.537,16.687
20141231,MW1045-09,F2,Methylchloroisothiazolinone,0.03,uM,8.446,17.076,0.215,418.37,2.991,164.948,86,82,253.5,85.581,1.47,85.443,169.024,0.432,376.585,1.654,0.053,2.313,14.445
20141029,MW1036-8,D3,Methylmercury,0.03,uM,11.761,25.301,0.433,460.586,4.316,291.322,121,103.5,973,72.406,0.999,110.717,85.79,0.475,237.253,1.528,0.061,4.538,14.173
20141029,MW1036-8,E3,Methylmercury,0.03,uM,15.56,43.309,0.473,459.272,4.14,263.545,123.5,101.5,1461,94.752,1.342,134.907,79.564,0.468,281.117,1.712,0.092,3.114,19.32
20141029,MW1036-8,F3,Methylmercury,0.03,uM,12.111,30.372,0.436,495.577,3.926,235.718,111.5,101.5,1145.5,79.103,0.898,135.517,75.095,0.363,253.302,1.805,0.075,3.919,16.311
20150128,MW1008-37,B2,Mevastatin,0.03,uM,27.566,38.282,0.193,689.952,6.077,173.011,136,136,627.5,125.588,3.115,104.956,207.309,0.853,808.282,3.294,0.234,2.461,10.412
20150128,MW1008-41,B2,Mevastatin,0.03,uM,28.664,44.82,0.115,533.863,3.168,58.826,103.5,94,640,91.216,2.321,89.393,59.532,0.664,550.415,2.59,0.24,4.96,24.311
20150128,MW1008-42,B2,Mevastatin,0.03,uM,4.361,17.15,0.397,673.277,3.198,367.48,61.5,57,189,48.538,1.052,56.282,95.716,0.268,111.339,0.48,0.01,8.248,25.101
20160601,MW1062-29,D3,Naloxone,0.03,uM,235.861,8.723,0.188,505.571,3.183,355.373,67.5,68,194.5,74.623,1.166,161.777,243.7,0.34,418.65,1.902,0.047,3.829,16.649
20160601,MW1062-43,D4,Naloxone,0.03,uM,499.411,16.13,0.171,433.106,3.042,242.983,95,89.5,245.5,87.79,1.338,99.577,271.478,0.26,523.511,1.686,0.046,5.107,22.145
20160601,MW1062-44,D5,Naloxone,0.03,uM,415.302,15.025,0.659,486.599,5.326,336.023,71.5,63,225,65.627,1.018,110.623,213.05,0.298,262.044,1.332,0.033,7.138,16.179
20141029,MW1008-42,B2,Nicotine,0.03,uM,25.97,65.164,0.405,554.349,6.057,123.939,133.5,131,1471.5,117.078,1.564,169.741,193.062,0.585,406.032,2.281,0.145,2.368,16.048
20141029,MW1008-41,D2,Nicotine,0.03,uM,12.158,30.608,0.259,531.241,4.232,179.574,120,120,869.5,84.499,1.359,128.291,94.127,0.828,302.285,1.919,0.068,3.383,14.133
20141029,MW1008-42,F2,Nicotine,0.03,uM,24.363,59.968,0.497,525.126,5.859,147.809,133.5,128.5,1587,107.865,1.666,143.761,217.718,0.719,329.607,1.979,0.116,2.203,16.988
20160511,MW1112-16,B3,Paraquat,0.03,uM,1001.962,36.27,0.301,649.63,5.943,165.829,131,131,690,113.861,2.137,99.391,177.983,0.738,495.235,2.404,0.094,2.819,23.203
20160511,MW1112-17,B4,Paraquat,0.03,uM,370.824,21.185,0.313,586.519,3.264,243.306,72.5,59,271.5,82.092,1.309,142.072,281.22,0.357,255.277,1.049,0.025,6.846,23.135
20160511,MW1112-18,B5,Paraquat,0.03,uM,1065.917,38.478,0.245,651.569,3.879,164.969,131,126,893,106.639,1.808,145.613,129.407,1.029,448.374,2.773,0.152,2.519,19.37
20150401,MW1053-26,F3,PBDE-47,0.03,uM,5.396,11.794,0.338,305.055,2.661,187.181,53,26.5,227.5,34.364,0.645,66.108,142.067,0.234,87.96,0.479,0.021,5.766,15.934
20150401,MW1053-31,F3,PBDE-47,0.03,uM,12.952,36.936,0.379,552.219,3.779,151.796,87.5,72.5,794.5,61.208,0.882,135.854,92.582,0.38,204.164,1.204,0.055,6.589,19.858
20150401,MW1053-33,F3,PBDE-47,0.03,uM,13.041,30.411,0.659,404.07,5.37,303.491,75.5,66.5,1074,56.622,0.843,127.027,144.613,0.379,179.932,0.852,0.045,6.404,19.059
20160511,MW1112-16,A3,Permethrin,0.03,uM,676.314,25.869,0.258,619.528,3.973,243.801,118.5,109,820.5,113.452,1.603,165.037,227.832,0.629,466.556,2.453,0.087,3.616,20.542
20160511,MW1112-17,A4,Permethrin,0.03,uM,910.705,32.833,0.237,632.876,3.823,219.634,131,128.5,969.5,124.162,1.705,146.959,184.255,0.582,474.481,2.976,0.128,2.722,21.501
20160511,MW1112-18,A5,Permethrin,0.03,uM,1419.232,46.953,0.252,590.694,4.476,193.234,128.5,121,1134.5,121.02,1.696,137.307,185.088,1.334,415.554,2.927,0.199,2.724,18.113
20150909,MW1047-22,D3,Phenobarbital,0.03,uM,16.89,44.575,0.449,496.223,4.612,199.922,102.5,93.5,1104,78.279,1.458,117.197,837.673,0.385,249.947,1.358,0.077,5.007,22.514
20150909,MW1047-29,D4,Phenobarbital,0.03,uM,12.856,32.332,0.393,568.581,4.918,289.797,109,95.5,826.5,70.97,0.98,103.011,78.272,0.604,264.88,1.489,0.061,5.14,14.847
20150909,MW1047-30,D5,Phenobarbital,0.03,uM,19.51,52.652,0.423,549.633,4.842,146.788,121,111,1356.5,75.275,0.837,135.75,27.103,0.562,262.288,1.903,0.105,3.33,19.964
20151014,MW1076-42,D3,Phenol,0.03,uM,9.451,18.602,0.35,287.638,3.456,269.088,55.5,47,748,44.392,0.702,97.661,51.667,0.212,150.917,0.671,0.034,8.541,19.191
20151014,MW1076-43,D4,Phenol,0.03,uM,12.225,23.384,0.276,356.429,4.026,195.604,98,84,436.5,79.642,1.071,57.501,271.255,0.381,252.884,1.14,0.049,4.719,20.883
20151014,MW1076-44,D5,Phenol,0.03,uM,10.696,23.169,0.3,328.591,3.325,194.214,100.5,74,564.5,68.803,1,63.959,363.509,0.413,215.243,0.903,0.042,4.489,21.213
20141015,MW1007-107,A2,Saccharin,0.03,uM,17.714,26.585,0.47,519.438,8.118,168.222,124,104,227.5,82.395,2.175,36.407,167.29,0.99,382.835,1.283,0.068,3.688,18.712
20141015,MW1007-108,A2,Saccharin,0.03,uM,11.435,23.964,0.31,664.198,4.424,158.758,108.5,98.5,377.5,93.701,1.677,98.233,137.28,0.593,435.013,2.254,0.085,4.822,11.966
20141015,MW1008-39,A2,Saccharin,0.03,uM,6.847,12.003,0.291,161.731,2.474,130.138,43.5,27,291,17.66,0.266,36.8,6.663,0.109,52.338,0.31,0.013,7.401,14.286
20160511,MW1112-16,C3,Sodium Arsenate,0.03,uM,609.232,23.156,0.23,648.376,4.13,252.025,136,136,403.5,122.226,2.187,133.124,246.431,0.681,561.834,2.78,0.085,2.577,23.426
20160511,MW1112-17,C4,Sodium Arsenate,0.03,uM,928.606,30.596,0.205,660.805,4.127,213.72,133.5,128.5,484,122.615,2.14,128.372,230.282,0.915,635.259,2.992,0.132,2.532,21.354
20160511,MW1112-18,C5,Sodium Arsenate,0.03,uM,771.145,27.077,0.236,651.093,4.452,212.234,136,133.5,338,131.732,2.546,119.114,282.062,0.556,729.718,2.757,0.108,2.401,17.456
20151014,MW1076-42,E3,Sodium benzoate,0.03,uM,17.449,30.386,0.416,378.075,9.873,67.405,95,74,531,76.292,0.989,43.211,326.633,0.475,222.534,0.973,0.052,3.886,17.747
20151014,MW1076-43,E4,Sodium benzoate,0.03,uM,14.962,25.154,0.359,346.368,4.076,114.163,88.5,68,850.5,67.723,0.839,62.956,238.556,0.399,157.466,1.037,0.056,5.514,21.4
20151014,MW1076-44,E5,Sodium benzoate,0.03,uM,5.975,12.171,0.134,258.639,1.575,127.017,73,51.5,297,61.113,0.844,75.201,420.375,0.273,225.208,1.056,0.023,5.828,16.435
20160511,MW1112-16,D3,Sodium Fluoride,0.03,uM,707.981,26.533,0.232,693.789,4.077,211.757,133.5,133.5,391.5,117.233,2.111,139.382,201.537,0.667,602.228,2.911,0.093,3.183,22.792
20160511,MW1112-17,D4,Sodium Fluoride,0.03,uM,850.737,29.773,0.222,633.981,4.212,228.54,128.5,123.5,588,112.786,1.965,119.174,204.755,0.818,475.971,2.659,0.102,3.119,22.211
20160511,MW1112-18,D5,Sodium Fluoride,0.03,uM,851.354,29.012,0.231,680.85,4.397,209.875,133.5,131,361.5,130.13,2.697,114.411,250.164,0.729,646.85,3.04,0.127,3.068,19.969
20141203,MW1042-42,E2,Sodium Orthovanadate,0.03,uM,10.978,23.376,0.208,676.853,3.644,305.409,116.5,109,395,114.962,1.776,157.392,334.01,0.556,620.422,2.766,0.105,3.445,19.818
20141203,MW1042-43,E2,Sodium Orthovanadate,0.03,uM,8.945,22.202,0.222,636.376,3.365,315.461,122,122,405,118.703,1.721,158.623,284.496,0.471,565.063,2.678,0.079,4.924,16.601
20141203,MW1042-44,E2,Sodium Orthovanadate,0.03,uM,13.447,23.243,0.237,597.902,4.462,243.398,133.5,131,469,118.528,1.852,122.286,265.611,0.67,740.545,2.719,0.106,4.228,15.654
20141029,MW1008-41,A2,Sorbitol,0.03,uM,9.014,20.865,0.329,444.544,4.014,209.624,97,78,1003,77.796,1.044,155.157,168.292,0.387,197.796,1.171,0.041,4,17.926
20141029,MW1008-42,C2,Sorbitol,0.03,uM,20.404,44.407,0.38,593.541,6.211,190.157,133.5,128.5,1061,105.031,1.487,120.013,307.311,0.833,401.854,2.054,0.112,3.14,17.823
20141029,MW1008-41,E2,Sorbitol,0.03,uM,17.136,41.044,0.311,493.236,4.689,158.078,120,120,1028.5,105.751,1.419,115.834,194.488,0.573,516.344,1.807,0.087,1.789,12.825
20151014,MW1076-42,F3,Sorbitol,0.03,uM,12.728,24.346,0.433,323.083,8.986,135.493,91.5,68,736,65.787,0.804,71.734,658.573,0.285,171.904,0.83,0.036,5.663,17.855
20151014,MW1076-43,F4,Sorbitol,0.03,uM,17.285,33.643,0.425,373.215,10.713,90.729,91,72,771,70.72,0.884,46.133,38.106,0.299,203.601,0.769,0.038,7.049,22.524
20151014,MW1076-44,F5,Sorbitol,0.03,uM,7.834,15.203,0.464,250.672,3.619,189.451,75.5,61,518,60.746,0.69,64.732,50.712,0.217,144.508,0.747,0.02,3.484,16.398
20150128,MW1007-109,F2,Spiroxamine,0.03,uM,10.114,28.629,0.325,627.085,3.695,216.907,103.5,88,710.5,87.417,1.679,157.042,316.639,0.594,276.123,1.632,0.063,4.951,20.008
20150128,MW1008-1,F2,Spiroxamine,0.03,uM,13.156,34.637,0.267,602.457,3.366,209.159,124.5,122,931,106.55,1.784,150.437,156.714,0.568,354.458,2.177,0.083,2.995,17.022
20150128,MW1008-40,F2,Spiroxamine,0.03,uM,13.214,28.825,0.229,427.793,3.088,105.462,79.5,73.5,780,64.567,1.32,98.075,77.739,0.344,207.246,1.302,0.065,6.333,11.808
20141015,MW1007-107,D2,t-retinoic acid,0.03,uM,12.875,27.004,0.543,648.137,10.556,189.478,102,91,167,87.707,1.504,73.813,209.091,0.462,481.465,1.747,0.058,6.034,20.36
20141015,MW1007-108,D2,t-retinoic acid,0.03,uM,10.944,23.893,0.349,572.208,4.152,188.75,116,104,708.5,73.153,1.275,111.008,80.455,0.586,267.553,1.948,0.073,4.772,16.418
20141015,MW1008-39,D2,t-retinoic acid,0.03,uM,17.053,26.181,0.426,532.089,4.87,210.55,94,94,494.5,78.19,1.422,113.98,110.418,0.618,474.059,2.536,0.114,5.007,16.636
20150128,MW1008-37,D2,TCEP,0.03,uM,16.845,29.963,0.193,692.362,4.311,192.121,134,134,421.5,123.278,2.617,106.22,218.246,0.905,647.088,3.4,0.166,3.336,18.518
20150128,MW1008-41,D2,TCEP,0.03,uM,1.321,0.054,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,10.413,18.137
20150128,MW1008-42,D2,TCEP,0.03,uM,14.657,33.837,0.264,597.582,3.965,219.797,119,111.5,611.5,104.334,2.054,116.998,214.243,0.811,394.835,2.425,0.112,3.521,20.235
20150128,MW1008-37,E2,TDCPP,0.03,uM,17.839,34.106,0.27,650.795,4.964,173.01,128.5,123.5,486.5,118.162,2.601,112.027,212.292,0.822,668.446,2.61,0.127,2.661,18.59
20150128,MW1008-41,E2,TDCPP,0.03,uM,9.587,34.771,0.138,312.207,1.409,36.189,74,56.5,721,58.558,0.603,119.649,26.596,0.155,227.479,1.23,0.064,3.788,14.361
20150128,MW1008-42,E2,TDCPP,0.03,uM,23.14,46.423,0.271,676.935,3.988,133.797,121,113.5,1077,108.966,1.937,110.614,319.466,0.736,401.106,2.698,0.19,2.723,20.677
20151125,MW1086-39,F3,TDCPP,0.03,uM,13.883,25.171,0.35,462.375,4.254,271.168,104,95.5,389.5,102.603,2.279,88.472,496.676,0.749,395.984,1.519,0.057,4.274,20.681
20151125,MW1086-41,F4,TDCPP,0.03,uM,9.165,18.677,0.238,550.354,3.959,308.473,114.5,95.5,313,112.094,1.947,120.664,417.486,0.704,439.852,1.993,0.057,4.76,22.026
20150805,MW1040-11,E4,Tebuconazole,0.03,uM,770.952,20.993,0.377,463.815,20.139,278.624,110.5,94.5,421,90.279,1.726,67.468,289.438,0.854,230.283,1.096,0.035,3.358,19.423
20150805,MW1040-12,E5,Tebuconazole,0.03,uM,127.987,5.77,0.132,275.51,1.117,177.756,41,27,62,35.362,0.699,52.77,268.738,0.135,105.273,0.471,0.008,5.644,14.717
20141015,MW1007-107,B2,Terbutaline,0.03,uM,11.53,19.935,0.325,539.311,4.211,221.899,116,98.5,230.5,84.312,1.687,67.929,169.756,0.696,417.14,1.921,0.074,5.608,15.414
20141015,MW1007-108,B2,Terbutaline,0.03,uM,10.147,20.893,0.215,414.297,3.046,153.891,93,88,321.5,75.473,1.21,69.881,169.277,0.5,272.887,1.52,0.05,7.817,12.832
20141015,MW1008-39,B2,Terbutaline,0.03,uM,11.897,25.32,0.208,450.504,3.732,122.065,88,86,476,75.924,1.753,83.735,107.258,0.726,296.195,1.631,0.077,2.073,10.202
20151125,MW1086-39,A3,Tetrabromobisphenol A,0.03,uM,7.401,19.309,0.247,517.061,2.659,411.544,104,90.5,266.5,114.724,1.741,109.524,148.104,0.481,409.159,1.714,0.046,4.961,19.412
20151125,MW1086-41,A4,Tetrabromobisphenol A,0.03,uM,7.603,17.718,0.272,513.402,2.439,352.954,102.5,96.5,320.5,104.324,1.719,125.767,386.213,0.46,348.565,1.765,0.042,4.699,23.811
20141203,MW1042-42,F2,Tetrabromobisphenol A,0.03,uM,14.772,33.49,0.282,625.55,4.386,255.274,123.5,118.5,910.5,112.505,1.839,126.332,237.885,0.72,382.581,2.406,0.106,2.719,18.55
20141203,MW1042-43,F2,Tetrabromobisphenol A,0.03,uM,12.835,30.581,0.28,580.46,3.849,247.437,121,116,908,111.444,1.573,152.392,248.226,0.605,453.373,2.367,0.089,3.831,15.268
20141203,MW1042-44,F2,Tetrabromobisphenol A,0.03,uM,12.624,34.098,0.243,644.388,3.409,222.774,128.5,126,764.5,121.92,1.581,156.946,218.934,0.587,464.838,2.745,0.104,3.201,13.004
20150805,MW1040-11,F4,Thalidomide,0.03,uM,858.347,33.64,0.147,582.785,1.9,319.926,111,98.5,749.5,113.75,1.325,187.265,377.162,0.53,558.246,3.093,0.144,4.439,22.171
20150805,MW1040-12,F5,Thalidomide,0.03,uM,669.474,20.333,0.31,508.434,3.535,332.964,100,96,625,103.916,1.292,162.646,294.921,0.638,374.317,2.445,0.084,5.442,22.742
20141015,MW1007-107,C2,Thiouracil,0.03,uM,9.659,17.644,0.469,501.754,5.317,269.507,116.5,99.5,195,87.78,1.682,73.912,168.756,0.433,374.069,1.931,0.062,4.92,21.956
20141015,MW1007-108,C2,Thiouracil,0.03,uM,12.55,22.356,0.613,525.685,7.529,246.592,103,93,221.5,76.407,1.334,79.677,175.56,0.475,338.691,1.592,0.046,5.844,15.735
20141015,MW1008-39,C2,Thiouracil,0.03,uM,15.558,25.809,0.241,402.477,4.488,119.808,96.5,91.5,782.5,77.36,1.402,94.543,82.907,0.678,273.841,1.588,0.078,6.806,13.076
20151125,MW1086-39,E3,TPP,0.03,uM,4.555,16.254,0.222,660.497,2.128,336.591,72,64,243.5,66.693,1.296,109.783,167.335,0.307,194.589,1.556,0.022,6.44,20.005
20151125,MW1086-41,E4,TPP,0.03,uM,8.127,18.506,0.276,560.338,3.422,311.893,123.5,110.5,325.5,115.048,2.202,119.43,357.271,0.582,448.143,1.888,0.05,4.035,23.512
20150128,MW1008-37,F2,TPP,0.03,uM,16.633,36.031,0.22,685.626,3.61,159.955,128.5,123.5,939.5,106.991,2.098,160.056,125.308,0.912,486.311,2.659,0.141,2.912,15.725
20150128,MW1008-41,F2,TPP,0.03,uM,1.724,0.795,0.134,78.25,1.837,69.064,13.5,3,0,0,0,0,0,0,0,0.005,0,8.017,15.3
20150128,MW1008-42,F2,TPP,0.03,uM,23.17,40.261,0.284,579.972,5.13,174.325,118.5,108.5,1052.5,108.082,2.062,118.589,166.617,0.949,463.6,2.876,0.19,2.705,20.454
20160601,MW1062-29,F4,Triethyltin bromide,0.03,uM,549.275,19.775,0.195,347.368,2.645,172.244,77,73,405,69.009,1.014,112.85,143.926,0.449,306.688,1.389,0.062,3.07,13.043
20160601,MW1062-43,F5,Triethyltin bromide,0.03,uM,655.345,17.552,0.196,389.142,6.285,154.181,98.5,88,470,83.834,1.052,102.445,113.869,0.581,304.893,1.835,0.067,7.187,20.972
20160601,MW1062-44,F6,Triethyltin bromide,0.03,uM,417.625,13.829,0.301,557.269,3.324,375.867,89.5,78.5,132.5,83.289,1.205,110.248,272.307,0.186,435.697,1.701,0.024,5.996,20.218
20141015,MW1007-107,E3,Trimethyltin,0.03,uM,8.43,18.305,0.303,602.43,3.749,201.589,98,84,187.5,82.431,1.627,92.911,191.933,0.444,446.588,1.671,0.061,4.373,14.5
20141015,MW1007-108,E3,Trimethyltin,0.03,uM,7.778,15.221,0.188,428.7,3.53,199.654,104,92,274,83.581,1.306,97.749,141.707,0.485,360.567,1.83,0.061,4.227,13.182
20141015,MW1008-39,E3,Trimethyltin,0.03,uM,7.014,13.997,0.171,472.528,2.945,236.958,94,93.5,223.5,85.39,1.266,118.432,160.453,0.418,470.651,2.369,0.068,3.231,11.084
20141015,MW1007-107,F2,Valproic acid,0.03,uM,21.339,42.658,0.636,536.511,10.746,85.629,95,86,430,66.459,1.577,53.908,397.792,0.907,222.336,1.239,0.07,5.561,18.633
20141015,MW1007-108,F2,Valproic acid,0.03,uM,17.788,36.708,0.564,490.859,7.445,167.283,105,92,490,71.688,1.094,62.438,182.761,0.438,247.576,1.201,0.055,4.325,11.694
20141015,MW1008-39,F2,Valproic acid,0.03,uM,14.929,28.539,0.219,431.581,4.045,116.1,108.5,92,586.5,75.941,1.365,70.076,107.581,0.741,297.839,1.469,0.078,4.456,15.843
20150128,MW1008-37,C3,1-2-PropyleneGlycol,0.1,uM,11.026,22.547,0.174,744.417,3.923,258.136,133.5,133.5,390,118.523,2.32,156.517,235.505,0.807,707.762,3.694,0.134,3.746,18.485
20150128,MW1008-41,C3,1-2-PropyleneGlycol,0.1,uM,8.292,24.477,0.135,288.309,1.226,45.204,63,45,732.5,47.684,0.785,103.453,39.865,0.254,158.58,1.013,0.064,4.641,15.149
20150128,MW1008-42,C3,1-2-PropyleneGlycol,0.1,uM,21.127,45.752,0.301,659.347,4.9,120.017,118.5,111,915.5,106.83,2.185,115.073,174.426,0.901,429.767,2.379,0.132,3.302,14.81
20140910,MW1008-39,A3,5-Fluorouracil,0.1,uM,8.09,18.49,0.188,383.216,2.351,165.158,82,75.5,398.5,75.202,1.412,93.38,130.667,0.428,243.063,1.93,0.042,8.29,10.966
20140910,MW1008-40,A3,5-Fluorouracil,0.1,uM,7.766,21.815,0.212,391.301,2.143,162.101,105,86.5,576.5,77.117,0.97,119.694,88.716,0.408,212.14,1.57,0.047,4.744,7.526
20140910,MW1008-68,A3,5-Fluorouracil,0.1,uM,13.317,38.604,0.563,551.605,5.561,130.868,57.5,42.5,343.5,39.018,1.326,66.32,259.385,0.441,116.747,0.449,0.026,10.07,10.712
20141112,MW 1041-25,A3,Acetaminophen,0.1,uM,13.093,40.724,0.247,663.684,2.827,175.057,116,111,919,113.731,1.597,174.886,173.228,0.524,403.966,2.797,0.115,3.446,19.788
20141112,MW 1041-28,A3,Acetaminophen,0.1,uM,13.984,39.099,0.339,498.333,3.29,214.98,114,104,956,106.496,1.339,161.231,271.002,0.621,362.624,2.09,0.102,3.678,15.862
20140827,MW1007-100,A3,Acetaminophen,0.1,uM,13.64,32.367,0.415,486.529,4.715,255.902,109,97.5,1405,73.259,0.913,144.236,64.402,0.387,201.102,1.396,0.064,3.862,9.931
20140827,MW1007-91,A3,Acetaminophen,0.1,uM,10.109,26.354,0.66,428.67,5.072,295.34,93,84.5,908.5,74.707,0.901,132.574,110.786,0.316,220.656,1.739,0.069,3.169,8.445
20140827,MW1007-98,A3,Acetaminophen,0.1,uM,10.656,25.131,0.569,405.863,5.112,202.964,113.5,86.5,1302.5,67.488,0.825,129.901,74.313,0.379,142.618,1.352,0.05,4.026,11.331
20141112,MW1041-17,A3,Acetaminophen,0.1,uM,11.485,30.639,0.28,610.735,3.739,219.755,133.5,128.5,806.5,122.16,1.909,149.778,198.485,0.621,417.861,2.516,0.085,3.25,16.55
20141203,MW1042-42,A3,Acetaminophen,0.1,uM,18.516,46.123,0.286,593.636,4.732,170.823,128.5,126,1081,123.66,2.051,144.764,228.145,0.66,522.773,2.507,0.128,2.288,19.71
20141203,MW1042-43,A3,Acetaminophen,0.1,uM,14.229,32.366,0.281,615.198,4.863,249.809,131,128.5,828.5,122.776,1.6,148.658,252.987,0.745,540.811,2.746,0.111,3.058,15.307
20141203,MW1042-44,A3,Acetaminophen,0.1,uM,14.48,35.991,0.286,563.487,4.018,235.602,128.5,121,1163.5,113.787,1.419,144.35,242.062,0.563,402.746,2.315,0.096,3.037,13.365
