"PREFERRED_NAME","EPA_SAMPLE_ID","treatment","filename","primary_dataset","ALIQUOT_PLATE_BARCODE","ALIQUOT_WELL_ID","ALIQUOT_CONC","ALIQUOT_CONC_UNIT","TARGET_CONC","TARGET_CONC_UNIT","ALIQUOT_VOLUME","ALIQUOT_VOLUME_UNIT","ALIQUOT_SOLVENT","ALIQUOT_DATE","BOTTLE_ID","pd_sample_id","gsid","ALIQUOT_VIAL_BARCODE","pd_sample","LOCATION","MW","Supplier","Lot.Number","CoA.Purity.(%)","Determined.Purity.(%)","Culture","chid","stkc","stkc_unit","tested_conc_unit","casn","chnm","dsstox_substance_id","notes","Solvent.used"
"Omeprazole","EX000407","Omeprazole","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","37","20","mM",20,"mM",100,"uL","-","-","EX000407",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21080,20,"mM","uM","73590-58-6","Omeprazole","DTXSID6021080","",NA
"Omethoate","EX000502","Omethoate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","29","100","mM",100,"mM",100,"uL","-","-","EX000502",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37580,100,"mM","uM","1113-02-6","Omethoate","DTXSID4037580","",NA
"Omethoate","TT0000177C04","Omethoate","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","C04","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,37580,"112920999",NA,"",NA,NA,NA,NA,NA,NA,37580,100,"mM","uM","1113-02-6","Omethoate","DTXSID4037580","",NA
"Oxidopamine hydrochloride","EX000291","6-Hydroxydopamine hydrochloride","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"B2","205.64","Sigma-Aldrich","MKBJ8207V","100.9",NA,20160817,45838,20.1000003814697,"mM","uM","28094-15-7","Oxidopamine hydrochloride","DTXSID0045838","",NA
"Paraquat dichloride","EX000464","Paraquat","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","94","20","mM",20,"mM",100,"uL","-","-","EX000464",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24243,20,"mM","uM","1910-42-5","Paraquat dichloride","DTXSID7024243","","Water"
"Parathion","EX000345","Parathion","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F8","291.26","ChemService, Inc.","343-149B","99.2",NA,20160907,21100,19.7000007629395,"mM","uM","56-38-2","Parathion","DTXSID7021100","",NA
"Parathion","TP0001649B11","Parathion","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21100,NA,"TP0001649B11","",NA,NA,NA,NA,NA,NA,21100,20,"mM","uM","56-38-2","Parathion","DTXSID7021100","",NA
"Penicillin VK","EPAPLT0167C03","73","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21102,20.0002994537354,"mM","uM","132-98-9","Penicillin VK","DTXSID7021102","",NA
"Pentafluoropropanoic anhydride","1475840","1475840","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475840",NA,"C9","310.047",NA,NA,NA,NA,NA,870515,30,"mM","uM","356-42-3","Pentafluoropropanoic anhydride","DTXSID70870515","",NA
"Perfluoro(4-methoxybutanoic) acid","1475850","1475850","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475850",NA,"D9","280.046",NA,NA,NA,NA,NA,500450,30,"mM","uM","863090-89-5","Perfluoro(4-methoxybutanoic) acid","DTXSID60500450","",NA
"Perfluoro(propyl vinyl ether)","1475849","1475849","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475849",NA,"D8","266.038",NA,NA,NA,NA,NA,61826,30,"mM","uM","1623-05-8","Perfluoro(propyl vinyl ether)","DTXSID0061826","",NA
"Perfluoro-2-methyl-3-oxahexanoic acid","1475848","1475848","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475848",NA,"D7","330.053",NA,NA,NA,NA,NA,880215,30,"mM","uM","13252-13-6","Perfluoro-2-methyl-3-oxahexanoic acid","DTXSID70880215","",NA
"Perfluoro-3,6,9-trioxatridecanoic acid","1475844","1475844","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475844",NA,"D3","562.083",NA,NA,NA,NA,NA,375114,30,"mM","uM","330562-41-9","Perfluoro-3,6,9-trioxatridecanoic acid","DTXSID50375114","",NA
"Perfluoro-3,6-dioxaheptanoic acid","1483043","1483043","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483043",NA,"G8","296.045",NA,NA,NA,NA,NA,382063,30,"mM","uM","151772-58-6","Perfluoro-3,6-dioxaheptanoic acid","DTXSID30382063","",NA
"Perfluoro-3,6-dioxaoctane-1,8-dioic acid","1475836","1475836","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475836",NA,"C5","322.063",NA,NA,NA,NA,NA,375106,30,"mM","uM","55621-21-1","Perfluoro-3,6-dioxaoctane-1,8-dioic acid","DTXSID20375106","",NA
"Perfluorobutanesulfonic acid","1483035","1483035","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483035",NA,"F10","299.087",NA,NA,NA,NA,NA,30030,30,"mM","uM","375-73-5","Perfluorobutanesulfonic acid","DTXSID5030030","",NA
"Perfluorobutanesulfonyl fluoride","1483031","1483031","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483031",NA,"F6","302.086",NA,NA,NA,NA,NA,861913,30,"mM","uM","375-72-4","Perfluorobutanesulfonyl fluoride","DTXSID20861913","",NA
"Perfluorobutanoic acid","1483029","1483029","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483029",NA,"F4","214.039",NA,NA,NA,NA,NA,59916,30,"mM","uM","375-22-4","Perfluorobutanoic acid","DTXSID4059916","",NA
"Perfluorobutyraldehyde","1475852","1475852","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475852",NA,"E1","198.04",NA,NA,NA,NA,NA,190946,30,"mM","uM","375-02-0","Perfluorobutyraldehyde","DTXSID10190946","",NA
"Perfluoroglutaryl difluoride","1475828","1475828","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475828",NA,"B7","244.04",NA,NA,NA,NA,NA,218052,30,"mM","uM","678-78-4","Perfluoroglutaryl difluoride","DTXSID50218052","",NA
"Perfluorohexanoic acid","1483053","1483053","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483053",NA,"H3","314.054",NA,NA,NA,NA,NA,31862,30,"mM","uM","307-24-4","Perfluorohexanoic acid","DTXSID3031862","",NA
"Perfluoroisobutyl methyl ether","1475819","1475819","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475819",NA,"A8","250.064",NA,NA,NA,NA,NA,42326,30,"mM","uM","163702-08-7","Perfluoroisobutyl methyl ether","DTXSID5042326","",NA
"Perfluorononanoic acid","1475847","1475847","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475847",NA,"D6","464.078",NA,NA,NA,NA,NA,31863,30,"mM","uM","375-95-1","Perfluorononanoic acid","DTXSID8031863","",NA
"Perfluorooctanesulfonamide","1475859","1475859","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475859",NA,"E8","499.142",NA,NA,NA,NA,NA,38939,30,"mM","uM","754-91-6","Perfluorooctanesulfonamide","DTXSID3038939","",NA
"Perfluorooctanesulfonamido ammonium iodide","1483037","1483037","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483037",NA,"G2","229.1",NA,NA,NA,NA,NA,51419,30,"mM","uM","1652-63-7","Perfluorooctanesulfonamido ammonium iodide","DTXSID8051419","",NA
"Perfluorooctanesulfonic acid","1475846","1475846","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475846",NA,"D5","500.126",NA,NA,NA,NA,NA,31864,30,"mM","uM","1763-23-1","Perfluorooctanesulfonic acid","DTXSID3031864","",NA
"Perfluorooctanoic acid","1483052","1483052","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483052",NA,"H2","414.07",NA,NA,NA,NA,NA,31865,30,"mM","uM","335-67-1","Perfluorooctanoic acid","DTXSID8031865","",NA
"Perfluoropentanamide","1475823","1475823","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475823",NA,"B2","245.072",NA,NA,NA,NA,NA,366226,30,"mM","uM","355-81-7","Perfluoropentanamide","DTXSID70366226","",NA
"Perfluoroundecanoic acid","TP0001411E11","Perfluoroundecanoic acid","EPA_11024_TShafer_384ph2_75ul_13May2015.xlsx","ToxCast2016","TP0001411","E11","20","mM",NA,NA,75,"uL","DMSO",NA,NA,"TX016487",47553,NA,NA,"",NA,NA,NA,NA,NA,NA,47553,20,"mM","uM","2058-94-8","Perfluoroundecanoic acid","DTXSID8047553","",NA
"Permethrin","EX000346","Permethrin","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F9","391.31","Chem Service, Inc.","425-24A","46.1% cis, 53.2% trans","100",20160907,22292,20.1000003814697,"mM","uM","52645-53-1","Permethrin","DTXSID8022292","",NA
"Permethrin","EX000463","Permethrin","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","93","20","mM",20,"mM",100,"uL","-","-","EX000463",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,22292,20,"mM","uM","52645-53-1","Permethrin","DTXSID8022292","","DMSO"
"PharmaGSID_47330","TP0001649B06","PharmaGSID_47330","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B06",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,47330,NA,"TP0001649B06","",NA,NA,NA,NA,NA,NA,47330,20,"mM","uM","NOCAS_47330","PharmaGSID_47330","DTXSID9047330","",NA
"Phenanthrene","EX000347","Phenanthrene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"19.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F10","178.23","Sigma-Aldrich","10116CD","99.6","99.68",20160803,24254,19.6000003814697,"mM","uM","85-01-8","Phenanthrene","DTXSID6024254","",NA
"Phenanthrene","TP0001649D02","Phenanthrene","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D02",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,24254,NA,"TP0001649D02","",NA,NA,NA,NA,NA,NA,24254,20,"mM","uM","85-01-8","Phenanthrene","DTXSID6024254","",NA
"Phenobarbital","EX000348","Phenobarbital","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F11","232.23","Spectrum Chemical Mfg. Corp.","QI0645","99.9",NA,NA,21122,20.3999996185303,"mM","uM","50-06-6","Phenobarbital","DTXSID5021122","",NA
"Phenobarbital sodium","EX000349","Phenobarbital sodium salt","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.100000000000001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"F12","254.22","Ganes Chemicals Inc.","4-58-595","98.5",NA,NA,21123,20.1000003814697,"mM","uM","57-30-7","Phenobarbital sodium","DTXSID0021123","",NA
"Phenobarbital sodium","EX000449","Phenobarbital","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","79","20","mM",20,"mM",100,"uL","-","-","EX000449",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21123,20,"mM","uM","57-30-7","Phenobarbital sodium","DTXSID0021123","","DMSO"
"Phenol","EX000455","Phenol","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","85","20","mM",20,"mM",100,"uL","-","-","EX000455",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21124,20,"mM","uM","108-95-2","Phenol","DTXSID5021124","","Water"
"Phenylmercuric acetate","TP0001649D11","Phenylmercuric acetate","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","D11",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21150,NA,"TP0001649D11","",NA,NA,NA,NA,NA,NA,21150,20,"mM","uM","62-38-4","Phenylmercuric acetate","DTXSID7021150","",NA
"Phorate","EX000503","Phorate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","30","100","mM",100,"mM",100,"uL","-","-","EX000503",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32459,100,"mM","uM","298-02-2","Phorate","DTXSID4032459","",NA
"Phorate","TT0000177F02","Phorate","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","F02","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,32459,"112920966",NA,"",NA,NA,NA,NA,NA,NA,32459,100,"mM","uM","298-02-2","Phorate","DTXSID4032459","",NA
"Phosmet","EX000504","Phosmet","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","31","100","mM",100,"mM",100,"uL","-","-","EX000504",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24261,100,"mM","uM","732-11-6","Phosmet","DTXSID5024261","",NA
"Phosmet","TT0000177C03","Phosmet","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","C03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,24261,"112921000",NA,"",NA,NA,NA,NA,NA,NA,24261,100,"mM","uM","732-11-6","Phosmet","DTXSID5024261","",NA
"Picoxystrobin","TP0001649A07","Picoxystrobin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A07",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,47542,NA,"TP0001649A07","",NA,NA,NA,NA,NA,NA,47542,20,"mM","uM","117428-22-5","Picoxystrobin","DTXSID9047542","",NA
"Piperonyl butoxide","TP0001649A08","Piperonyl butoxide","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A08",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21166,NA,"TP0001649A08","",NA,NA,NA,NA,NA,NA,21166,20,"mM","uM","51-03-6","Piperonyl butoxide","DTXSID1021166","",NA
"Pirimiphos-methyl","EX000505","Pirimiphos-methyl","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","32","100","mM",100,"mM",100,"uL","-","-","EX000505",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,24266,100,"mM","uM","29232-93-7","Pirimiphos-methyl","DTXSID0024266","",NA
"Pirimiphos-methyl","TT0000177D03","Pirimiphos-methyl","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","D03","100","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,24266,"112920991",NA,"",NA,NA,NA,NA,NA,NA,24266,100,"mM","uM","29232-93-7","Pirimiphos-methyl","DTXSID0024266","",NA
"Potassium perfluorobutanesulfonate","1483044","1483044","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483044",NA,"G9","338.185",NA,NA,NA,NA,NA,37707,30,"mM","uM","29420-49-3","Potassium perfluorobutanesulfonate","DTXSID3037707","",NA
"Potassium perfluorohexanesulfonate","1475861","1475861","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475861",NA,"E10","438.201",NA,NA,NA,NA,NA,37709,30,"mM","uM","3871-99-6","Potassium perfluorohexanesulfonate","DTXSID3037709","",NA
"Potassium perfluorohexanesulfonate","1483055","1483055","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1483055",NA,"H5","438.2",NA,NA,NA,NA,NA,37709,30,"mM","uM","3871-99-6","Potassium perfluorohexanesulfonate","DTXSID3037709","",NA
"Potassium perfluorooctanesulfonate","1475856","1475856","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475856",NA,"E5","538.216",NA,NA,NA,NA,NA,37706,30,"mM","uM","2795-39-3","Potassium perfluorooctanesulfonate","DTXSID8037706","",NA
"Potassium perfluorooctanesulfonate","EPAPLT0167H09","74","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37706,20,"mM","uM","2795-39-3","Potassium perfluorooctanesulfonate","DTXSID8037706","",NA
"Prallethrin","TP0001649F10","Prallethrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","F10",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32572,NA,"TP0001649F10","",NA,NA,NA,NA,NA,NA,32572,19.8999996185303,"mM","uM","23031-36-9","Prallethrin","DTXSID0032572","",NA
"Pravastatin sodium","TP0001649E12","Pravastatin sodium","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","E12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,47525,NA,"TP0001649E12","",NA,NA,NA,NA,NA,NA,47525,10,"mM","uM","81131-70-6","Pravastatin sodium","DTXSID6047525","",NA
"Profenofos","EX000506","Profenofos","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","33","100","mM",100,"mM",100,"uL","-","-","EX000506",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32464,100,"mM","uM","41198-08-7","Profenofos","DTXSID3032464","",NA
"Profenofos","TT0000177A01","Profenofos","EPA_11118_EPA-Mundy_27FR_100mM_20150701_cg.xlsx","OPP2015","TT0000177","A01","10","mM",NA,NA,500,"uL","DMSO","42179",NA,NA,32464,"112921026",NA,"",NA,NA,NA,NA,NA,NA,32464,10,"mM","uM","41198-08-7","Profenofos","DTXSID3032464","",NA
"Pymetrozine","EPAPLT0167F07","75","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,32637,20,"mM","uM","123312-89-0","Pymetrozine","DTXSID2032637","",NA
"Pyraclostrobin","TP0001649F09","Pyraclostrobin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","F09",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,32638,NA,"TP0001649F09","",NA,NA,NA,NA,NA,NA,32638,20,"mM","uM","175013-18-0","Pyraclostrobin","DTXSID7032638","",NA
"Pyrene","EX000351","Pyrene","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G2","202.25","Sigma-Aldrich","S22012","98.30","99.68",20160803,24289,20.1000003814697,"mM","uM","129-00-0","Pyrene","DTXSID3024289","",NA
"Reserpine","TP0001649A03","Reserpine","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","A03",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21237,NA,"TP0001649A03","",NA,NA,NA,NA,NA,NA,21237,20,"mM","uM","50-55-5","Reserpine","DTXSID7021237","",NA
"Resmethrin","TP0001649B12","Resmethrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B12",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,22253,NA,"TP0001649B12","",NA,NA,NA,NA,NA,NA,22253,20,"mM","uM","10453-86-8","Resmethrin","DTXSID7022253","",NA
"Rotenone","EX000352","Rotenone","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G3","394.42","Sigma-Aldrich","018K1160","98","100",20160907,21248,20.2000007629395,"mM","uM","83-79-4","Rotenone","DTXSID6021248","",NA
"Rotenone","TP0001649H01","Rotenone","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","H01",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,21248,NA,"TP0001649H01","",NA,NA,NA,NA,NA,NA,21248,20,"mM","uM","83-79-4","Rotenone","DTXSID6021248","",NA
"S-Bioallethrin","TP0001649B01","S-Bioallethrin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","B01",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,39336,NA,"TP0001649B01","",NA,NA,NA,NA,NA,NA,39336,20,"mM","uM","28434-00-6","S-Bioallethrin","DTXSID2039336","",NA
"Selegiline hydrochloride","EPAPLT0167E07","77","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,44584,19.9995994567871,"mM","uM","14611-52-0","Selegiline hydrochloride","DTXSID9044584","",NA
"Sevoflurane","1475826","1475826","EPA_9238_EPA-Shafer_75_20180511.xlsx","PFAS2018",NA,NA,NA,NA,30,"mM",200,"uL",NA,NA,NA,NA,NA,"1475826",NA,"B5","200.056",NA,NA,NA,NA,NA,46614,30,"mM","uM","28523-86-6","Sevoflurane","DTXSID8046614","",NA
"Simvastatin","TP0001649C08","Simvastatin","EPA_12088_EPA-Shafer_96misc_75ul_20160826_key.xlsx","ToxCast2016","TP0001649","C08",NA,NA,20,"mM",75,"uL","DMSO","42586",NA,NA,23581,NA,"TP0001649C08","",NA,NA,NA,NA,NA,NA,23581,20,"mM","uM","79902-63-9","Simvastatin","DTXSID0023581","",NA
"Sodium L-glutamate hydrate","EPAPLT0167D11","79","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,47240,20,"mM","uM","6106-04-3","Sodium L-glutamate hydrate","DTXSID0047240","",NA
"Sodium arsenite","EX000465","Sodium Arsenite","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","95","20","mM",20,"mM",100,"uL","-","-","EX000465",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20104,20,"mM","uM","7784-46-5","Sodium arsenite","DTXSID5020104","","Water"
"Sodium benzoate","EX000458","Sodium benzoate","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","88","20","mM",20,"mM",100,"uL","-","-","EX000458",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20140,20,"mM","uM","532-32-1","Sodium benzoate","DTXSID1020140","","Water"
"Sodium chlorite","EPAPLT0167B07","78","All Assays_list_toxcast_OECD 20190524.xlsx","DNTGF2019",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21272,19.9997005462646,"mM","uM","7758-19-2","Sodium chlorite","DTXSID8021272","",NA
"Sodium fluoride","EX000466","Sodium Fluoride","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","96","20","mM",20,"mM",100,"uL","-","-","EX000466",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,20630,20,"mM","uM","7681-49-4","Sodium fluoride","DTXSID2020630","","Water"
"Sodium orthovanadate","EX000499","Sodium Orthovanadate","EPA_ES203_EPA-Shafer_42_20200110_key.xlsx","Frank2017","DNT_EXTRA","26","100","mM",100,"mM",100,"uL","-","-","EX000499",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,37269,100,"mM","uM","13721-39-6","Sodium orthovanadate","DTXSID2037269","","Water"
"Sodium saccharin hydrate","EX000353","Saccharin Sodium Salt hydrate","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G4,H6","205.17","Sigma-Aldrich","BCBJ4619V","86.97",NA,NA,21992,20.2000007629395,"mM","uM","82385-42-0","Sodium saccharin hydrate","DTXSID7021992","",NA
"Sodium saccharin hydrate","EX000403","Saccharin","EPA_ES202_EPA-Shafer_103_20191218_key.xlsx","Frank2017","HTP_LOG","33","20","mM",20,"mM",100,"uL","-","-","EX000403",NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,21992,20,"mM","uM","82385-42-0","Sodium saccharin hydrate","DTXSID7021992","","DMSO"
"Sodium valproate","EX000363","Valproic acid sodium","Copy of NTP91_Compounds_4NHEERL_MEA_dev_cg.xlsx","NTP91",NA,NA,"20.1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"H2","166.19","Sigma-Aldrich","SLBC9758V","100",NA,NA,37072,20.1000003814697,"mM","uM","1069-66-5","Sodium valproate","DTXSID5037072","",NA
